id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL189_L_1993_03_001_01_1_PF_01","1993-03-21","France;Ve République;Assemblée Nationale;Élections législatives","Élections législatives de 1993, Ain - 01, circonscription n°01 : profession de foi de Bernard Aulagne au tour 1","législatives","1","EL189","01","Ain","01 - Ain","1","https://ia904505.us.archive.org/19/items/EL189_L_1993_03_001_01_1_PF_01/EL189_L_1993_03_001_01_1_PF_01_000.jpg;https://ia904505.us.archive.org/19/items/EL189_L_1993_03_001_01_1_PF_01/EL189_L_1993_03_001_01_1_PF_01_001.jpg","https://ia904505.us.archive.org/19/items/EL189_L_1993_03_001_01_1_PF_01/EL189_L_1993_03_001_01_1_PF_01.pdf","https://ia904505.us.archive.org/19/items/EL189_L_1993_03_001_01_1_PF_01/EL189_L_1993_03_001_01_1_PF_01_djvu.txt","Aulagne","Bernard","homme","49","49","entre 40 et 49 ans","artisan graveur ornemaniste","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","oui","Saude","Jacky","homme","52","52","entre 50 et 59 ans","gendarme","non mentionné","non mentionné","professionnel","retraité","Front national","non mentionné","non"
"EL189_L_1993_03_001_01_1_PF_02","1993-03-21","France;Assemblée Nationale;Élections législatives;Ve République","Élections législatives de 1993, Ain - 01, circonscription n°01 : profession de foi de Lionel Mornet au tour 1","législatives","1","EL189","01","Ain","01 - Ain","1","https://ia904509.us.archive.org/25/items/EL189_L_1993_03_001_01_1_PF_02/EL189_L_1993_03_001_01_1_PF_02_000.jpg;https://ia904509.us.archive.org/25/items/EL189_L_1993_03_001_01_1_PF_02/EL189_L_1993_03_001_01_1_PF_02_001.jpg","https://ia904509.us.archive.org/25/items/EL189_L_1993_03_001_01_1_PF_02/EL189_L_1993_03_001_01_1_PF_02.pdf","https://ia904509.us.archive.org/25/items/EL189_L_1993_03_001_01_1_PF_02/EL189_L_1993_03_001_01_1_PF_02_djvu.txt","Mornet","Lionel","homme","non mentionné","non mentionné","non mentionné","ouvrier Renault Véhicules industriels","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non","Favier","Noëlle","femme","non mentionné","non mentionné","non mentionné","agent territorial","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non"
"EL189_L_1993_03_001_01_1_PF_03","1993-03-21","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1993, Ain - 01, circonscription n°01 : profession de foi de Jacques Boyon  au tour 1","législatives","1","EL189","01","Ain","01 - Ain","1","https://ia903400.us.archive.org/11/items/EL189_L_1993_03_001_01_1_PF_03/EL189_L_1993_03_001_01_1_PF_03_000.jpg;https://ia903400.us.archive.org/11/items/EL189_L_1993_03_001_01_1_PF_03/EL189_L_1993_03_001_01_1_PF_03_001.jpg","https://ia903400.us.archive.org/11/items/EL189_L_1993_03_001_01_1_PF_03/EL189_L_1993_03_001_01_1_PF_03.pdf","https://ia903400.us.archive.org/11/items/EL189_L_1993_03_001_01_1_PF_03/EL189_L_1993_03_001_01_1_PF_03_djvu.txt","Boyon","Jacques","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","ministre;député sortant","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","non mentionné","oui","Morin","Paul","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","non mentionné","oui"
"EL189_L_1993_03_001_01_1_PF_04","1993-03-21","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1993, Ain - 01, circonscription n°01 : profession de foi de Yves Petiot au tour 1","législatives","1","EL189","01","Ain","01 - Ain","1","https://ia804503.us.archive.org/12/items/EL189_L_1993_03_001_01_1_PF_04/EL189_L_1993_03_001_01_1_PF_04_000.jpg;https://ia804503.us.archive.org/12/items/EL189_L_1993_03_001_01_1_PF_04/EL189_L_1993_03_001_01_1_PF_04_001.jpg","https://ia804503.us.archive.org/12/items/EL189_L_1993_03_001_01_1_PF_04/EL189_L_1993_03_001_01_1_PF_04.pdf","https://ia804503.us.archive.org/12/items/EL189_L_1993_03_001_01_1_PF_04/EL189_L_1993_03_001_01_1_PF_04_djvu.txt","Petiot","Yves","homme","37","37","entre 30 et 39 ans","ouvrier métallurgiste","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non","Rabal","Marc","homme","45","45","entre 40 et 49 ans","enseignant lycée d'enseignement professionnel","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non"
"EL189_L_1993_03_001_01_1_PF_05","1993-03-21","Ve République;Élections législatives;France;Assemblée Nationale","Élections législatives de 1993, Ain - 01, circonscription n°01 : profession de foi de Marc de De Antoni au tour 1","législatives","1","EL189","01","Ain","01 - Ain","1","https://ia804505.us.archive.org/22/items/EL189_L_1993_03_001_01_1_PF_05/EL189_L_1993_03_001_01_1_PF_05_000.jpg;https://ia804505.us.archive.org/22/items/EL189_L_1993_03_001_01_1_PF_05/EL189_L_1993_03_001_01_1_PF_05_001.jpg","https://ia804505.us.archive.org/22/items/EL189_L_1993_03_001_01_1_PF_05/EL189_L_1993_03_001_01_1_PF_05.pdf","https://ia804505.us.archive.org/22/items/EL189_L_1993_03_001_01_1_PF_05/EL189_L_1993_03_001_01_1_PF_05_djvu.txt","De Antoni","Marc de","homme","44","44","entre 40 et 49 ans","professeur économie","conseiller municipal","non mentionné","non mentionné","non mentionné","Verts;Génération écologie","Entente des écologistes","non","Joly","Evelyne","femme","25","25","entre 20 et 29 ans","non mentionné","non mentionné","non mentionné","non mentionné","étudiant","Verts;Génération écologie","Entente des écologistes","non"
"EL189_L_1993_03_001_01_1_PF_06","1993-03-21","Ve République;Assemblée Nationale;Élections législatives;France","Élections législatives de 1993, Ain - 01, circonscription n°01 : profession de foi de Jean-François Mortel au tour 1","législatives","1","EL189","01","Ain","01 - Ain","1","https://ia803402.us.archive.org/12/items/EL189_L_1993_03_001_01_1_PF_06/EL189_L_1993_03_001_01_1_PF_06_000.jpg;https://ia803402.us.archive.org/12/items/EL189_L_1993_03_001_01_1_PF_06/EL189_L_1993_03_001_01_1_PF_06_001.jpg","https://ia803402.us.archive.org/12/items/EL189_L_1993_03_001_01_1_PF_06/EL189_L_1993_03_001_01_1_PF_06.pdf","https://ia803402.us.archive.org/12/items/EL189_L_1993_03_001_01_1_PF_06/EL189_L_1993_03_001_01_1_PF_06_djvu.txt","Mortel","Jean-François","homme","39","39","entre 30 et 39 ans","éducateur centre d'hébergement","non mentionné","non mentionné","syndicat","non mentionné","Ligue communiste révolutionnaire;Alternative rouge et verte","non mentionné","non","Bailly","Luc","homme","32","32","entre 30 et 39 ans","éducateur spécialisé foyer adolescents","non mentionné","non mentionné","syndicat","célibataire","Ligue communiste révolutionnaire;Alternative rouge et verte","non mentionné","non"
"EL189_L_1993_03_001_01_1_PF_07","1993-03-21","France;Assemblée Nationale;Élections législatives;Ve République","Élections législatives de 1993, Ain - 01, circonscription n°01 : profession de foi de Pierre Fromont au tour 1","législatives","1","EL189","01","Ain","01 - Ain","1","https://ia904501.us.archive.org/35/items/EL189_L_1993_03_001_01_1_PF_07/EL189_L_1993_03_001_01_1_PF_07_000.jpg;https://ia904501.us.archive.org/35/items/EL189_L_1993_03_001_01_1_PF_07/EL189_L_1993_03_001_01_1_PF_07_001.jpg","https://ia904501.us.archive.org/35/items/EL189_L_1993_03_001_01_1_PF_07/EL189_L_1993_03_001_01_1_PF_07.pdf","https://ia904501.us.archive.org/35/items/EL189_L_1993_03_001_01_1_PF_07/EL189_L_1993_03_001_01_1_PF_07_djvu.txt","Fromont","Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","libre","non mentionné","non","Marguin","Paule","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL189_L_1993_03_001_01_1_PF_08","1993-03-21","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1993, Ain - 01, circonscription n°01 : profession de foi de Nicole Giret au tour 1","législatives","1","EL189","01","Ain","01 - Ain","1","https://ia903402.us.archive.org/32/items/EL189_L_1993_03_001_01_1_PF_08/EL189_L_1993_03_001_01_1_PF_08_000.jpg;https://ia903402.us.archive.org/32/items/EL189_L_1993_03_001_01_1_PF_08/EL189_L_1993_03_001_01_1_PF_08_001.jpg","https://ia903402.us.archive.org/32/items/EL189_L_1993_03_001_01_1_PF_08/EL189_L_1993_03_001_01_1_PF_08.pdf","https://ia903402.us.archive.org/32/items/EL189_L_1993_03_001_01_1_PF_08/EL189_L_1993_03_001_01_1_PF_08_djvu.txt","Giret","Nicole","femme","non mentionné","non mentionné","non mentionné","professeur danse et yoga","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non","Leme","Dominique","non déterminé","non mentionné","non mentionné","non mentionné","adjoint administratif","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non"
"EL189_L_1993_03_001_02_1_PF_01","1993-03-21","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1993, Ain - 01, circonscription n°02 : profession de foi de Jean Alcaraz  au tour 1","législatives","1","EL189","01","Ain","01 - Ain","2","https://ia804500.us.archive.org/27/items/EL189_L_1993_03_001_02_1_PF_01/EL189_L_1993_03_001_02_1_PF_01_000.jpg;https://ia804500.us.archive.org/27/items/EL189_L_1993_03_001_02_1_PF_01/EL189_L_1993_03_001_02_1_PF_01_001.jpg","https://ia804500.us.archive.org/27/items/EL189_L_1993_03_001_02_1_PF_01/EL189_L_1993_03_001_02_1_PF_01.pdf","https://ia804500.us.archive.org/27/items/EL189_L_1993_03_001_02_1_PF_01/EL189_L_1993_03_001_02_1_PF_01_djvu.txt","Alcaraz","Jean","homme","64","64","entre 60 et 69 ans","SNCF","conseiller régional;maire-adjoint","non mentionné","non mentionné","retraité","Front national","non mentionné","oui","Guy","Gabriel","homme","67","67","entre 60 et 69 ans","non mentionné","non mentionné","non mentionné","non mentionné","retraité","Front national","non mentionné","non"
"EL189_L_1993_03_001_02_1_PF_02","1993-03-21","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1993, Ain - 01, circonscription n°02 : profession de foi de Georges Arpin au tour 1","législatives","1","EL189","01","Ain","01 - Ain","2","https://ia903408.us.archive.org/24/items/EL189_L_1993_03_001_02_1_PF_02/EL189_L_1993_03_001_02_1_PF_02_000.jpg;https://ia903408.us.archive.org/24/items/EL189_L_1993_03_001_02_1_PF_02/EL189_L_1993_03_001_02_1_PF_02_001.jpg","https://ia903408.us.archive.org/24/items/EL189_L_1993_03_001_02_1_PF_02/EL189_L_1993_03_001_02_1_PF_02.pdf","https://ia903408.us.archive.org/24/items/EL189_L_1993_03_001_02_1_PF_02/EL189_L_1993_03_001_02_1_PF_02_djvu.txt","Arpin","Georges","homme","40","40","entre 40 et 49 ans","ouvrier professionnel","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non","Iannone","Joseph","homme","46","46","entre 40 et 49 ans","agent de maîtrise EDF","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non"
"EL189_L_1993_03_001_02_1_PF_03","1993-03-21","Ve République;France;Assemblée Nationale;Élections législatives","Élections législatives de 1993, Ain - 01, circonscription n°02 : profession de foi de Lucien Guichon au tour 1","législatives","1","EL189","01","Ain","01 - Ain","2","https://ia804504.us.archive.org/19/items/EL189_L_1993_03_001_02_1_PF_03/EL189_L_1993_03_001_02_1_PF_03_000.jpg;https://ia804504.us.archive.org/19/items/EL189_L_1993_03_001_02_1_PF_03/EL189_L_1993_03_001_02_1_PF_03_001.jpg","https://ia804504.us.archive.org/19/items/EL189_L_1993_03_001_02_1_PF_03/EL189_L_1993_03_001_02_1_PF_03.pdf","https://ia804504.us.archive.org/19/items/EL189_L_1993_03_001_02_1_PF_03/EL189_L_1993_03_001_02_1_PF_03_djvu.txt","Guichon","Lucien","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","député sortant","non mentionné","non mentionné","non mentionné","Opposition","non","La Verpillère","Charles de","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller général","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL189_L_1993_03_001_02_1_PF_04","1993-03-21","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1993, Ain - 01, circonscription n°02 : profession de foi de Eric Gilbert au tour 1","législatives","1","EL189","01","Ain","01 - Ain","2","https://ia803406.us.archive.org/3/items/EL189_L_1993_03_001_02_1_PF_04/EL189_L_1993_03_001_02_1_PF_04_000.jpg;https://ia803406.us.archive.org/3/items/EL189_L_1993_03_001_02_1_PF_04/EL189_L_1993_03_001_02_1_PF_04_001.jpg","https://ia803406.us.archive.org/3/items/EL189_L_1993_03_001_02_1_PF_04/EL189_L_1993_03_001_02_1_PF_04.pdf","https://ia803406.us.archive.org/3/items/EL189_L_1993_03_001_02_1_PF_04/EL189_L_1993_03_001_02_1_PF_04_djvu.txt","Gilbert","Eric","homme","35","35","entre 30 et 39 ans","instituteur","maire;conseiller régional","non mentionné","non précisé","non mentionné","Verts;Génération écologie","Entente des écologistes","non","Duraffourg","Madeleine","femme","41","41","entre 40 et 49 ans","agricultrice","non mentionné","non mentionné","non mentionné","non mentionné","Verts;Génération écologie","Entente des écologistes","non"
"EL189_L_1993_03_001_02_1_PF_05","1993-03-21","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1993, Ain - 01, circonscription n°02 : profession de foi de Eliane Drut-Gorju au tour 1","législatives","1","EL189","01","Ain","01 - Ain","2",,"https://ia903400.us.archive.org/26/items/EL189_L_1993_03_001_02_1_PF_05/EL189_L_1993_03_001_02_1_PF_05.pdf","https://ia903400.us.archive.org/26/items/EL189_L_1993_03_001_02_1_PF_05/EL189_L_1993_03_001_02_1_PF_05_djvu.txt","Drut-Gorju","Eliane","femme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller régional;maire","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non","Petitbon","Philippe","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non"
"EL189_L_1993_03_001_03_1_PF_01","1993-03-21","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1993, Ain - 01, circonscription n°03 : profession de foi de Olivier Wyssa au tour 1","législatives","1","EL189","01","Ain","01 - Ain","3","https://ia904502.us.archive.org/11/items/EL189_L_1993_03_001_03_1_PF_01/EL189_L_1993_03_001_03_1_PF_01_000.jpg;https://ia904502.us.archive.org/11/items/EL189_L_1993_03_001_03_1_PF_01/EL189_L_1993_03_001_03_1_PF_01_001.jpg","https://ia904502.us.archive.org/11/items/EL189_L_1993_03_001_03_1_PF_01/EL189_L_1993_03_001_03_1_PF_01.pdf","https://ia904502.us.archive.org/11/items/EL189_L_1993_03_001_03_1_PF_01/EL189_L_1993_03_001_03_1_PF_01_djvu.txt","Wyssa","Olivier","homme","36","36","entre 30 et 39 ans","avocat expert fiscal","conseiller régional","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non","Larras","Jean","homme","64","64","entre 60 et 69 ans","cadre industrie","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non"
"EL189_L_1993_03_001_03_1_PF_02","1993-03-21","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1993, Ain - 01, circonscription n°03 : profession de foi de Jean-Pierre Merlo au tour 1","législatives","1","EL189","01","Ain","01 - Ain","3","https://ia904507.us.archive.org/32/items/EL189_L_1993_03_001_03_1_PF_02/EL189_L_1993_03_001_03_1_PF_02_000.jpg;https://ia904507.us.archive.org/32/items/EL189_L_1993_03_001_03_1_PF_02/EL189_L_1993_03_001_03_1_PF_02_001.jpg","https://ia904507.us.archive.org/32/items/EL189_L_1993_03_001_03_1_PF_02/EL189_L_1993_03_001_03_1_PF_02.pdf","https://ia904507.us.archive.org/32/items/EL189_L_1993_03_001_03_1_PF_02/EL189_L_1993_03_001_03_1_PF_02_djvu.txt","Merlo","Jean-Pierre","homme","non mentionné","non mentionné","non mentionné","physicien","non mentionné","non mentionné","syndicat;non précisé","non mentionné","Parti communiste français","non mentionné","non","Vdovitchenko","Marcelle","femme","non mentionné","non mentionné","non mentionné","enseignante","non mentionné","non mentionné","non précisé","retraité","Parti communiste français","non mentionné","non"
"EL189_L_1993_03_001_03_1_PF_03","1993-03-21","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1993, Ain - 01, circonscription n°03 : profession de foi de Charles Millon au tour 1","législatives","1","EL189","01","Ain","01 - Ain","3","https://ia803407.us.archive.org/31/items/EL189_L_1993_03_001_03_1_PF_03/EL189_L_1993_03_001_03_1_PF_03_000.jpg;https://ia803407.us.archive.org/31/items/EL189_L_1993_03_001_03_1_PF_03/EL189_L_1993_03_001_03_1_PF_03_001.jpg","https://ia803407.us.archive.org/31/items/EL189_L_1993_03_001_03_1_PF_03/EL189_L_1993_03_001_03_1_PF_03.pdf","https://ia803407.us.archive.org/31/items/EL189_L_1993_03_001_03_1_PF_03/EL189_L_1993_03_001_03_1_PF_03_djvu.txt","Millon","Charles","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller régional;maire","député sortant","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","non mentionné","non","Armand","Gérard","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller général;conseiller régional","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","non mentionné","non"
"EL189_L_1993_03_001_03_1_PF_04","1993-03-21","Élections législatives;France;Ve République;Assemblée Nationale","Élections législatives de 1993, Ain - 01, circonscription n°03 : profession de foi de Pierre Carroz au tour 1","législatives","1","EL189","01","Ain","01 - Ain","3","https://ia904505.us.archive.org/23/items/EL189_L_1993_03_001_03_1_PF_04/EL189_L_1993_03_001_03_1_PF_04_000.jpg;https://ia904505.us.archive.org/23/items/EL189_L_1993_03_001_03_1_PF_04/EL189_L_1993_03_001_03_1_PF_04_001.jpg","https://ia904505.us.archive.org/23/items/EL189_L_1993_03_001_03_1_PF_04/EL189_L_1993_03_001_03_1_PF_04.pdf","https://ia904505.us.archive.org/23/items/EL189_L_1993_03_001_03_1_PF_04/EL189_L_1993_03_001_03_1_PF_04_djvu.txt","Carroz","Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non","Bertrand","Hubert","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non"
"EL189_L_1993_03_001_03_1_PF_05","1993-03-21","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1993, Ain - 01, circonscription n°03 : profession de foi de Albert Delavière au tour 1","législatives","1","EL189","01","Ain","01 - Ain","3","https://ia803400.us.archive.org/1/items/EL189_L_1993_03_001_03_1_PF_05/EL189_L_1993_03_001_03_1_PF_05_000.jpg;https://ia803400.us.archive.org/1/items/EL189_L_1993_03_001_03_1_PF_05/EL189_L_1993_03_001_03_1_PF_05_001.jpg","https://ia803400.us.archive.org/1/items/EL189_L_1993_03_001_03_1_PF_05/EL189_L_1993_03_001_03_1_PF_05.pdf","https://ia803400.us.archive.org/1/items/EL189_L_1993_03_001_03_1_PF_05/EL189_L_1993_03_001_03_1_PF_05_djvu.txt","Delavière","Albert","homme","1937","56","entre 50 et 59 ans","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Verts;Génération écologie","Entente des écologistes","non","Allemann","Marie-Hélène","femme","1939","54","entre 50 et 59 ans","non mentionné","non mentionné","non mentionné","environnement","non mentionné","Verts;Génération écologie","Entente des écologistes","non"
"EL189_L_1993_03_001_03_1_PF_06","1993-03-21","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1993, Ain - 01, circonscription n°03 : profession de foi de Jean-Michel Verd au tour 1","législatives","1","EL189","01","Ain","01 - Ain","3","https://ia803409.us.archive.org/27/items/EL189_L_1993_03_001_03_1_PF_06/EL189_L_1993_03_001_03_1_PF_06_000.jpg;https://ia803409.us.archive.org/27/items/EL189_L_1993_03_001_03_1_PF_06/EL189_L_1993_03_001_03_1_PF_06_001.jpg","https://ia803409.us.archive.org/27/items/EL189_L_1993_03_001_03_1_PF_06/EL189_L_1993_03_001_03_1_PF_06.pdf","https://ia803409.us.archive.org/27/items/EL189_L_1993_03_001_03_1_PF_06/EL189_L_1993_03_001_03_1_PF_06_djvu.txt","Verd","Jean-Michel","homme","non mentionné","non mentionné","non mentionné","ingénieur informaticien","non mentionné","non mentionné","non précisé","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non","Dautel","Monique","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non précisé","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non"
"EL189_L_1993_03_001_04_1_PF_01","1993-03-21","France;Ve République;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Ain - 01, circonscription n°04 : profession de foi de André Clavel  au tour 1","législatives","1","EL189","01","Ain","01 - Ain","4","https://ia803409.us.archive.org/2/items/EL189_L_1993_03_001_04_1_PF_01/EL189_L_1993_03_001_04_1_PF_01_000.jpg;https://ia803409.us.archive.org/2/items/EL189_L_1993_03_001_04_1_PF_01/EL189_L_1993_03_001_04_1_PF_01_001.jpg","https://ia803409.us.archive.org/2/items/EL189_L_1993_03_001_04_1_PF_01/EL189_L_1993_03_001_04_1_PF_01.pdf","https://ia803409.us.archive.org/2/items/EL189_L_1993_03_001_04_1_PF_01/EL189_L_1993_03_001_04_1_PF_01_djvu.txt","Clavel","André","homme","42","42","entre 40 et 49 ans","cadre direction","conseiller régional","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non","Rivoire","Maurice","homme","63","63","entre 60 et 69 ans","non mentionné","conseiller municipal","non mentionné","socio-caritatif","retraité","Front national","non mentionné","oui"
"EL189_L_1993_03_001_04_1_PF_02","1993-03-21","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1993, Ain - 01, circonscription n°04 : profession de foi de Christian Desmaris au tour 1","législatives","1","EL189","01","Ain","01 - Ain","4","https://ia803401.us.archive.org/32/items/EL189_L_1993_03_001_04_1_PF_02/EL189_L_1993_03_001_04_1_PF_02_000.jpg;https://ia803401.us.archive.org/32/items/EL189_L_1993_03_001_04_1_PF_02/EL189_L_1993_03_001_04_1_PF_02_001.jpg","https://ia803401.us.archive.org/32/items/EL189_L_1993_03_001_04_1_PF_02/EL189_L_1993_03_001_04_1_PF_02.pdf","https://ia803401.us.archive.org/32/items/EL189_L_1993_03_001_04_1_PF_02/EL189_L_1993_03_001_04_1_PF_02_djvu.txt","Desmaris","Christian","homme","36","36","entre 30 et 39 ans","employé banque","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non","Thévenard","Georges","homme","non mentionné","non mentionné","non mentionné","ouvrier Renault Véhicules industriels","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non"
"EL189_L_1993_03_001_04_1_PF_03","1993-03-21","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1993, Ain - 01, circonscription n°04 : profession de foi de Michel Voisin au tour 1","législatives","1","EL189","01","Ain","01 - Ain","4","https://ia903400.us.archive.org/18/items/EL189_L_1993_03_001_04_1_PF_03/EL189_L_1993_03_001_04_1_PF_03_000.jpg;https://ia903400.us.archive.org/18/items/EL189_L_1993_03_001_04_1_PF_03/EL189_L_1993_03_001_04_1_PF_03_001.jpg","https://ia903400.us.archive.org/18/items/EL189_L_1993_03_001_04_1_PF_03/EL189_L_1993_03_001_04_1_PF_03.pdf","https://ia903400.us.archive.org/18/items/EL189_L_1993_03_001_04_1_PF_03/EL189_L_1993_03_001_04_1_PF_03_djvu.txt","Voisin","Michel","homme","non mentionné","non mentionné","non mentionné","expert-comptable","conseiller général;maire","député sortant","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République;Centre national des indépendants et paysans","Union pour la France","non","Chassey","Benoît de","homme","non mentionné","non mentionné","non mentionné","ingénieur","maire","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République;Centre national des indépendants et paysans","Union pour la France","non"
"EL189_L_1993_03_001_04_1_PF_04","1993-03-21","Assemblée Nationale;Ve République;France;Élections législatives","Élections législatives de 1993, Ain - 01, circonscription n°04 : profession de foi de Michel Raymond au tour 1","législatives","1","EL189","01","Ain","01 - Ain","4","https://ia803403.us.archive.org/10/items/EL189_L_1993_03_001_04_1_PF_04/EL189_L_1993_03_001_04_1_PF_04_000.jpg;https://ia803403.us.archive.org/10/items/EL189_L_1993_03_001_04_1_PF_04/EL189_L_1993_03_001_04_1_PF_04_001.jpg","https://ia803403.us.archive.org/10/items/EL189_L_1993_03_001_04_1_PF_04/EL189_L_1993_03_001_04_1_PF_04.pdf","https://ia803403.us.archive.org/10/items/EL189_L_1993_03_001_04_1_PF_04/EL189_L_1993_03_001_04_1_PF_04_djvu.txt","Raymond","Michel","homme","non mentionné","non mentionné","non mentionné","chargé de mission Ministre des Affaires sociales","maire","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non","Bouvier","Josiane","femme","non mentionné","non mentionné","non mentionné","responsable ressources humaines","conseiller municipal","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non"
"EL189_L_1993_03_001_04_1_PF_05","1993-03-21","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1993, Ain - 01, circonscription n°04 : profession de foi de Alain Moussel  au tour 1","législatives","1","EL189","01","Ain","01 - Ain","4","https://ia804500.us.archive.org/14/items/EL189_L_1993_03_001_04_1_PF_05/EL189_L_1993_03_001_04_1_PF_05_000.jpg;https://ia804500.us.archive.org/14/items/EL189_L_1993_03_001_04_1_PF_05/EL189_L_1993_03_001_04_1_PF_05_001.jpg","https://ia804500.us.archive.org/14/items/EL189_L_1993_03_001_04_1_PF_05/EL189_L_1993_03_001_04_1_PF_05.pdf","https://ia804500.us.archive.org/14/items/EL189_L_1993_03_001_04_1_PF_05/EL189_L_1993_03_001_04_1_PF_05_djvu.txt","Moussel","Alain","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller régional","non mentionné","non mentionné","non mentionné","Verts;Génération écologie","Entente des écologistes","non","Pallama","France","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non précisé;socio-caritatif","mère de famille","Verts;Génération écologie","Entente des écologistes","non"
